time,DURS Model,CE Model,ET Model,CE & ET Model
2025.5,0.47457963243772494,0.4966323116086693,0.5843964851793974,0.5984949320953625
2026.0,0.4681488126430214,0.49075373910632863,0.5786567714586438,0.5931199420725368
2026.5,0.4617122206493016,0.4848826917769424,0.5728713711582354,0.5877078998977999
2027.0,0.4552717891976286,0.4790212412026464,0.5670408986672101,0.5822595603936479
2027.5,0.4488294449265735,0.47317158877338106,0.5611659561446413,0.5767756759619727
2028.0,0.4423871076119493,0.46733602942261143,0.5552471279156894,0.5712570611547867
2028.5,0.43594669181599704,0.461516935372862,0.5492849708035374,0.5657045850938552
2029.0,0.42951010443198756,0.4557167296568149,0.5432800135570238,0.560119152731492
2029.5,0.4230792200886489,0.4499378563721719,0.5372327376551835,0.5545016632452641
2030.0,0.4166559029633915,0.44418272961217603,0.5311435983599855,0.5488530102830879
2030.5,0.410241426170601,0.43845262689202136,0.5250130190479869,0.5431740615736272
2031.0,0.40383709759530584,0.43274857839271946,0.51884138977623,0.5374656444081812
2031.5,0.39744440792176666,0.42707252041715377,0.5126318092107724,0.5317317364134381
2032.0,0.39107979306593943,0.4214264009528128,0.5063867515480015,0.5259747784135181
2032.5,0.38476749249751213,0.4158114350211095,0.5001054323537457,0.5201941867237939
2033.0,0.3785098446645801,0.4102298137895533,0.49378608759249487,0.5143885520069945
2033.5,0.3723092516121672,0.40468367239043085,0.4874343718271778,0.508556325026442
2034.0,0.3661944399281357,0.3992017169480186,0.48104863501007566,0.502695844888141
2034.5,0.36018908678852807,0.3938119612927719,0.47462702237581816,0.4968053737621855
2035.0,0.35429629102420435,0.3885451117135875,0.46816767046253643,0.4908870936411157
2035.5,0.3485189826057919,0.3834042129994855,0.4616687313305205,0.4849426465480296
2036.0,0.3428598956747824,0.3783922012694286,0.45512864597363706,0.4789703854603547
2036.5,0.3373215496506587,0.3735122248155742,0.44854638037384975,0.4729691126902716
2037.0,0.3319057425316588,0.3687676349292741,0.44192125144830785,0.4669385063232673
2037.5,0.32661237097524465,0.3641618494560289,0.435252589339206,0.46087829127638036
2038.0,0.32144109845794305,0.3596981914432295,0.4285399378995329,0.4547884578500876
